ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1901343	negative regulation of vasculature development	2/79	152/18800	0.134047841551196	0.295479983646268	0.248754075115911	THBS1/ADAMTS1	2
GO:1905039	carboxylic acid transmembrane transport	2/79	152/18800	0.134047841551196	0.295479983646268	0.248754075115911	SLC16A7/THBS1	2
GO:0045834	positive regulation of lipid metabolic process	2/79	153/18800	0.135470228779723	0.297818271189251	0.250722596123433	FGR/PDGFRB	2
GO:1903825	organic acid transmembrane transport	2/79	153/18800	0.135470228779723	0.297818271189251	0.250722596123433	SLC16A7/THBS1	2
GO:0000038	very long-chain fatty acid metabolic process	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	ACSL6	1
GO:0002446	neutrophil mediated immunity	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	ITGAM	1
GO:0010762	regulation of fibroblast migration	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	THBS1	1
GO:0043243	positive regulation of protein-containing complex disassembly	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	DSTN	1
GO:0045920	negative regulation of exocytosis	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	CD300A	1
GO:0050654	chondroitin sulfate proteoglycan metabolic process	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	B3GAT1	1
GO:0050869	negative regulation of B cell activation	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	CD300A	1
GO:0071398	cellular response to fatty acid	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	AKR1C3	1
GO:0097345	mitochondrial outer membrane permeabilization	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	SLC25A4	1
GO:0098751	bone cell development	1/79	35/18800	0.137153151205576	0.297818271189251	0.250722596123433	LILRB1	1
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	2/79	155/18800	0.138325287109182	0.299990821174752	0.252551588583827	PTGER4/ADGRG1	2
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	THBS1	1
GO:0007020	microtubule nucleation	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	SLAIN1	1
GO:0017004	cytochrome complex assembly	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	LYRM7	1
GO:0018149	peptide cross-linking	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	THBS1	1
GO:0019934	cGMP-mediated signaling	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	THBS1	1
GO:0032350	regulation of hormone metabolic process	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	AKR1C3	1
GO:0035909	aorta morphogenesis	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	PDGFRB	1
GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	DGKD	1
GO:0048854	brain morphogenesis	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	SLC4A10	1
GO:1903146	regulation of autophagy of mitochondrion	1/79	36/18800	0.140785706550887	0.300949668426686	0.253358807937196	SLC25A4	1
GO:0006650	glycerophospholipid metabolic process	3/79	309/18800	0.140833426071527	0.300949668426686	0.253358807937196	DGKD/PDGFRB/PI4KAP1	3
GO:0071496	cellular response to external stimulus	3/79	309/18800	0.140833426071527	0.300949668426686	0.253358807937196	PTGER4/AKR1C3/GAS2L1	3
GO:0010970	transport along microtubule	2/79	157/18800	0.141193705616726	0.30098365538785	0.2533874203494	KIF1B/BICDL1	2
GO:0055067	monovalent inorganic cation homeostasis	2/79	157/18800	0.141193705616726	0.30098365538785	0.2533874203494	SLC4A10/TMEM106B	2
GO:0007292	female gamete generation	2/79	158/18800	0.142632794463475	0.303021280579616	0.255102824431111	CDC25B/ADAMTS1	2
GO:0002440	production of molecular mediator of immune response	3/79	312/18800	0.143749566331876	0.303021280579616	0.255102824431111	CD244/CD86/LILRB1	3
GO:1990845	adaptive thermogenesis	2/79	159/18800	0.144075067524546	0.303021280579616	0.255102824431111	PLAC8/SLC25A4	2
GO:0003161	cardiac conduction system development	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	HOPX	1
GO:0006739	NADP metabolic process	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	ME1	1
GO:0006862	nucleotide transport	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	SLC25A4	1
GO:0008207	C21-steroid hormone metabolic process	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	AKR1C3	1
GO:0031112	positive regulation of microtubule polymerization or depolymerization	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	SLAIN1	1
GO:0032094	response to food	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	NENF	1
GO:0042092	type 2 immune response	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	CD86	1
GO:0046473	phosphatidic acid metabolic process	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	DGKD	1
GO:0070306	lens fiber cell differentiation	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	BFSP1	1
GO:0071276	cellular response to cadmium ion	1/79	37/18800	0.144403161740744	0.303021280579616	0.255102824431111	AKR1C3	1
GO:1901214	regulation of neuron death	3/79	313/18800	0.144726143099594	0.303334889853825	0.255366840910302	NENF/CX3CR1/ITGAM	3
GO:0009267	cellular response to starvation	2/79	160/18800	0.14552047362197	0.304634476516411	0.25646091663853	AKR1C3/GAS2L1	2
GO:0060326	cell chemotaxis	3/79	315/18800	0.146686000603414	0.305808217072833	0.257449047011815	CX3CR1/PDGFRB/THBS1	3
GO:0006665	sphingolipid metabolic process	2/79	161/18800	0.146968961941482	0.305808217072833	0.257449047011815	B3GALT2/ST8SIA6	2
GO:0050806	positive regulation of synaptic transmission	2/79	161/18800	0.146968961941482	0.305808217072833	0.257449047011815	CX3CR1/CLSTN3	2
GO:0002701	negative regulation of production of molecular mediator of immune response	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	LILRB1	1
GO:0032965	regulation of collagen biosynthetic process	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	PDGFRB	1
GO:0035337	fatty-acyl-CoA metabolic process	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	ACSL6	1
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	THBS1	1
GO:0043403	skeletal muscle tissue regeneration	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	HOPX	1
GO:0048246	macrophage chemotaxis	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	THBS1	1
GO:1901186	positive regulation of ERBB signaling pathway	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	DGKD	1
GO:1901661	quinone metabolic process	1/79	38/18800	0.148005578743488	0.305808217072833	0.257449047011815	AKR1C3	1
GO:0006633	fatty acid biosynthetic process	2/79	162/18800	0.148420482030433	0.30594222003443	0.257561859332852	PRXL2B/AKR1C3	2
GO:0046488	phosphatidylinositol metabolic process	2/79	162/18800	0.148420482030433	0.30594222003443	0.257561859332852	PDGFRB/PI4KAP1	2
GO:0010638	positive regulation of organelle organization	4/79	487/18800	0.148634479190195	0.306022461277339	0.257629411577575	SLC25A4/PDGFRB/SLAIN1/DSTN	4
GO:0002691	regulation of cellular extravasation	1/79	39/18800	0.15159301927644	0.310650173147969	0.261525317391823	PTGER4	1
GO:0032570	response to progesterone	1/79	39/18800	0.15159301927644	0.310650173147969	0.261525317391823	THBS1	1
GO:0051567	histone H3-K9 methylation	1/79	39/18800	0.15159301927644	0.310650173147969	0.261525317391823	SETD7	1
GO:0097242	amyloid-beta clearance	1/79	39/18800	0.15159301927644	0.310650173147969	0.261525317391823	ITGAM	1
GO:0001953	negative regulation of cell-matrix adhesion	1/79	40/18800	0.155165544806912	0.316856743367385	0.266750407821031	THBS1	1
GO:0072210	metanephric nephron development	1/79	40/18800	0.155165544806912	0.316856743367385	0.266750407821031	PDGFRB	1
GO:0072538	T-helper 17 type immune response	1/79	40/18800	0.155165544806912	0.316856743367385	0.266750407821031	IL23R	1
GO:0051048	negative regulation of secretion	2/79	167/18800	0.155721818226387	0.317621631574941	0.267394339962525	CD300A/LILRB1	2
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	2/79	168/18800	0.157190489416512	0.320243561188884	0.269601649128062	CADM1/CLSTN3	2
GO:0021953	central nervous system neuron differentiation	2/79	169/18800	0.158661849159682	0.320749343971078	0.270027449639628	SLC4A10/TOX	2
GO:0021879	forebrain neuron differentiation	1/79	41/18800	0.158723216553193	0.320749343971078	0.270027449639628	SLC4A10	1
GO:0030488	tRNA methylation	1/79	41/18800	0.158723216553193	0.320749343971078	0.270027449639628	TRMT13	1
GO:0032733	positive regulation of interleukin-10 production	1/79	41/18800	0.158723216553193	0.320749343971078	0.270027449639628	TIGIT	1
GO:0033574	response to testosterone	1/79	41/18800	0.158723216553193	0.320749343971078	0.270027449639628	THBS1	1
GO:0034122	negative regulation of toll-like receptor signaling pathway	1/79	41/18800	0.158723216553193	0.320749343971078	0.270027449639628	CD300A	1
GO:1902110	positive regulation of mitochondrial membrane permeability involved in apoptotic process	1/79	41/18800	0.158723216553193	0.320749343971078	0.270027449639628	SLC25A4	1
GO:0045787	positive regulation of cell cycle	3/79	329/18800	0.160645660996644	0.324161297038586	0.272899851415117	PDGFRB/CDC25B/ADAMTS1	3
GO:0031952	regulation of protein autophosphorylation	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	RAP2B	1
GO:0032467	positive regulation of cytokinesis	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	CDC25B	1
GO:0032689	negative regulation of interferon-gamma production	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	LILRB1	1
GO:0032735	positive regulation of interleukin-12 production	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	IL23R	1
GO:0034314	Arp2/3 complex-mediated actin nucleation	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	CARMIL3	1
GO:0042417	dopamine metabolic process	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	ITGAM	1
GO:0070266	necroptotic process	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	SLC25A4	1
GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	THBS1	1
GO:2000249	regulation of actin cytoskeleton reorganization	1/79	42/18800	0.162266095485562	0.324161297038586	0.272899851415117	CARMIL3	1
GO:1905475	regulation of protein localization to membrane	2/79	172/18800	0.163091585086168	0.325438459738152	0.273975049207477	TMEM59/ITGAM	2
GO:0007259	receptor signaling pathway via JAK-STAT	2/79	173/18800	0.164573226128844	0.327467045862211	0.27568284362	IL23R/CD300A	2
GO:0001825	blastocyst formation	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	HOPX	1
GO:0010712	regulation of collagen metabolic process	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	PDGFRB	1
GO:0014002	astrocyte development	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	TSPAN2	1
GO:0032691	negative regulation of interleukin-1 beta production	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	CX3CR1	1
GO:0042181	ketone biosynthetic process	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	AKR1C3	1
GO:0042554	superoxide anion generation	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	ITGAM	1
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	SLC25A4	1
GO:2001222	regulation of neuron migration	1/79	43/18800	0.165794242327264	0.327467045862211	0.27568284362	ADGRG1	1
GO:1902905	positive regulation of supramolecular fiber organization	2/79	176/18800	0.169032688633891	0.331410851385246	0.279002993036598	SLAIN1/DSTN	2
GO:0021795	cerebral cortex cell migration	1/79	44/18800	0.169307717555506	0.331410851385246	0.279002993036598	ADGRG1	1
GO:0033173	calcineurin-NFAT signaling cascade	1/79	44/18800	0.169307717555506	0.331410851385246	0.279002993036598	PPP3CC	1
GO:0045840	positive regulation of mitotic nuclear division	1/79	44/18800	0.169307717555506	0.331410851385246	0.279002993036598	PDGFRB	1
GO:0048286	lung alveolus development	1/79	44/18800	0.169307717555506	0.331410851385246	0.279002993036598	HOPX	1
GO:0050856	regulation of T cell receptor signaling pathway	1/79	44/18800	0.169307717555506	0.331410851385246	0.279002993036598	CD300A	1
GO:0051452	intracellular pH reduction	1/79	44/18800	0.169307717555506	0.331410851385246	0.279002993036598	TMEM106B	1
GO:1904752	regulation of vascular associated smooth muscle cell migration	1/79	44/18800	0.169307717555506	0.331410851385246	0.279002993036598	ADAMTS1	1
GO:0019216	regulation of lipid metabolic process	3/79	339/18800	0.170858965483869	0.333406075376896	0.280682701057991	FGR/PDGFRB/AKR1C3	3
GO:0002861	regulation of inflammatory response to antigenic stimulus	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	FGR	1
GO:0031295	T cell costimulation	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	CD86	1
GO:0032620	interleukin-17 production	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	IL23R	1
GO:0032660	regulation of interleukin-17 production	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	IL23R	1
GO:0035384	thioester biosynthetic process	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	ACSL6	1
GO:0042088	T-helper 1 type immune response	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	IL23R	1
GO:0046006	regulation of activated T cell proliferation	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	IL23R	1
GO:0047496	vesicle transport along microtubule	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	BICDL1	1
GO:0071616	acyl-CoA biosynthetic process	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	ACSL6	1
GO:0072583	clathrin-dependent endocytosis	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	DGKD	1
GO:1900271	regulation of long-term synaptic potentiation	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	CX3CR1	1
GO:1904738	vascular associated smooth muscle cell migration	1/79	45/18800	0.172806581402441	0.333406075376896	0.280682701057991	ADAMTS1	1
GO:0030324	lung development	2/79	179/18800	0.173513005997219	0.334399927765314	0.281519389989106	HOPX/PDGFRB	2
GO:0007416	synapse assembly	2/79	180/18800	0.175010870562001	0.336544556372253	0.28332487643527	LRRN3/CLSTN3	2
GO:0009266	response to temperature stimulus	2/79	180/18800	0.175010870562001	0.336544556372253	0.28332487643527	PLAC8/THBS1	2
GO:0010939	regulation of necrotic cell death	1/79	46/18800	0.176290893856145	0.337520791303988	0.284146733857024	SLC25A4	1
GO:0035794	positive regulation of mitochondrial membrane permeability	1/79	46/18800	0.176290893856145	0.337520791303988	0.284146733857024	SLC25A4	1
GO:0061383	trabecula morphogenesis	1/79	46/18800	0.176290893856145	0.337520791303988	0.284146733857024	ADAMTS1	1
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	1/79	46/18800	0.176290893856145	0.337520791303988	0.284146733857024	ADAMTS1	1
GO:0045765	regulation of angiogenesis	3/79	345/18800	0.177076571331581	0.338654099220573	0.285100825430784	CX3CR1/THBS1/ADAMTS1	3
GO:0050728	negative regulation of inflammatory response	2/79	182/18800	0.178012973581151	0.340066806524312	0.286290133398162	FGR/PTGER4	2
GO:0030323	respiratory tube development	2/79	183/18800	0.179517125070774	0.340066806524312	0.286290133398162	HOPX/PDGFRB	2
GO:0045766	positive regulation of angiogenesis	2/79	183/18800	0.179517125070774	0.340066806524312	0.286290133398162	CX3CR1/THBS1	2
GO:0048469	cell maturation	2/79	183/18800	0.179517125070774	0.340066806524312	0.286290133398162	CDC25B/BFSP1	2
GO:1904018	positive regulation of vasculature development	2/79	183/18800	0.179517125070774	0.340066806524312	0.286290133398162	CX3CR1/THBS1	2
GO:0031294	lymphocyte costimulation	1/79	47/18800	0.179760714661593	0.340066806524312	0.286290133398162	CD86	1
GO:0032964	collagen biosynthetic process	1/79	47/18800	0.179760714661593	0.340066806524312	0.286290133398162	PDGFRB	1
GO:0090279	regulation of calcium ion import	1/79	47/18800	0.179760714661593	0.340066806524312	0.286290133398162	PDGFRB	1
GO:0097028	dendritic cell differentiation	1/79	47/18800	0.179760714661593	0.340066806524312	0.286290133398162	LILRB1	1
GO:1905953	negative regulation of lipid localization	1/79	47/18800	0.179760714661593	0.340066806524312	0.286290133398162	THBS1	1
GO:0097696	receptor signaling pathway via STAT	2/79	184/18800	0.181023285769056	0.342085084891147	0.287989250076974	IL23R/CD300A	2
GO:0010761	fibroblast migration	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	THBS1	1
GO:0030195	negative regulation of blood coagulation	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	THBS1	1
GO:0048146	positive regulation of fibroblast proliferation	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	PDGFRB	1
GO:0050798	activated T cell proliferation	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	IL23R	1
GO:0060976	coronary vasculature development	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	PDGFRB	1
GO:0097720	calcineurin-mediated signaling	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	PPP3CC	1
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	SLC25A4	1
GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1/79	48/18800	0.183216103321633	0.34315720116334	0.288891826584577	THBS1	1
GO:1901342	regulation of vasculature development	3/79	351/18800	0.183357451880183	0.34315720116334	0.288891826584577	CX3CR1/THBS1/ADAMTS1	3
GO:0070997	neuron death	3/79	353/18800	0.185464585883409	0.345998562230355	0.291283867275705	NENF/CX3CR1/ITGAM	3
GO:0046578	regulation of Ras protein signal transduction	2/79	187/18800	0.185553397812458	0.345998562230355	0.291283867275705	PDGFRB/ADGRG1	2
GO:0003002	regionalization	3/79	354/18800	0.186520619023486	0.345998562230355	0.291283867275705	HOXC4/ITGAM/ADGRG1	3
GO:0002762	negative regulation of myeloid leukocyte differentiation	1/79	49/18800	0.186657119097954	0.345998562230355	0.291283867275705	LILRB1	1
GO:0008089	anterograde axonal transport	1/79	49/18800	0.186657119097954	0.345998562230355	0.291283867275705	KIF1B	1
GO:0022602	ovulation cycle process	1/79	49/18800	0.186657119097954	0.345998562230355	0.291283867275705	ADAMTS1	1
GO:0030225	macrophage differentiation	1/79	49/18800	0.186657119097954	0.345998562230355	0.291283867275705	TSPAN2	1
GO:0097300	programmed necrotic cell death	1/79	49/18800	0.186657119097954	0.345998562230355	0.291283867275705	SLC25A4	1
GO:1900047	negative regulation of hemostasis	1/79	49/18800	0.186657119097954	0.345998562230355	0.291283867275705	THBS1	1
GO:0006887	exocytosis	3/79	357/18800	0.189698406504187	0.348653220492202	0.293518729524328	FGR/ITGAM/CD300A	3
GO:0021872	forebrain generation of neurons	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	SLC4A10	1
GO:0038084	vascular endothelial growth factor signaling pathway	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	PDGFRB	1
GO:0048168	regulation of neuronal synaptic plasticity	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	SLC4A10	1
GO:0061647	histone H3-K9 modification	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	SETD7	1
GO:0099054	presynapse assembly	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	CLSTN3	1
GO:1901570	fatty acid derivative biosynthetic process	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	ACSL6	1
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	THBS1	1
GO:2000107	negative regulation of leukocyte apoptotic process	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	LILRB1	1
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	1/79	50/18800	0.190083821012053	0.348653220492202	0.293518729524328	THBS1	1
GO:0002639	positive regulation of immunoglobulin production	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	CD86	1
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	CADM1	1
GO:0009409	response to cold	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	PLAC8	1
GO:0010823	negative regulation of mitochondrion organization	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	SLC25A4	1
GO:0021515	cell differentiation in spinal cord	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	SOX13	1
GO:0032692	negative regulation of interleukin-1 production	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	CX3CR1	1
GO:0042572	retinol metabolic process	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	AKR1C3	1
GO:0043277	apoptotic cell clearance	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	THBS1	1
GO:0044088	regulation of vacuole organization	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	TMEM106B	1
GO:0051445	regulation of meiotic cell cycle	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	CDC25B	1
GO:0051932	synaptic transmission, GABAergic	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	CLSTN3	1
GO:0071622	regulation of granulocyte chemotaxis	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	THBS1	1
GO:1905710	positive regulation of membrane permeability	1/79	51/18800	0.193496267846189	0.350136103721676	0.294767116104362	SLC25A4	1
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	1/79	52/18800	0.196894518144346	0.354086026457116	0.298092415384228	COPZ2	1
GO:0035176	social behavior	1/79	52/18800	0.196894518144346	0.354086026457116	0.298092415384228	CX3CR1	1
GO:0043525	positive regulation of neuron apoptotic process	1/79	52/18800	0.196894518144346	0.354086026457116	0.298092415384228	ITGAM	1
GO:0050819	negative regulation of coagulation	1/79	52/18800	0.196894518144346	0.354086026457116	0.298092415384228	THBS1	1
GO:0099172	presynapse organization	1/79	52/18800	0.196894518144346	0.354086026457116	0.298092415384228	CLSTN3	1
GO:1902930	regulation of alcohol biosynthetic process	1/79	52/18800	0.196894518144346	0.354086026457116	0.298092415384228	CD244	1
GO:0051495	positive regulation of cytoskeleton organization	2/79	195/18800	0.19771167522398	0.355190142128999	0.299021931046815	SLAIN1/DSTN	2
GO:0042594	response to starvation	2/79	196/18800	0.199238705489781	0.357565972480634	0.301022058007905	AKR1C3/GAS2L1	2
GO:0002931	response to ischemia	1/79	53/18800	0.200278630213186	0.357962214327861	0.301355639907473	CX3CR1	1
GO:0048260	positive regulation of receptor-mediated endocytosis	1/79	53/18800	0.200278630213186	0.357962214327861	0.301355639907473	DGKD	1
GO:0072698	protein localization to microtubule cytoskeleton	1/79	53/18800	0.200278630213186	0.357962214327861	0.301355639907473	GAS2L1	1
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	1/79	53/18800	0.200278630213186	0.357962214327861	0.301355639907473	ADAMTS1	1
GO:0030705	cytoskeleton-dependent intracellular transport	2/79	197/18800	0.20076721405093	0.358468937856001	0.301782232399548	KIF1B/BICDL1	2
GO:0048167	regulation of synaptic plasticity	2/79	198/18800	0.202297162169884	0.360464260420956	0.303462023406297	SLC4A10/CX3CR1	2
GO:0099111	microtubule-based transport	2/79	198/18800	0.202297162169884	0.360464260420956	0.303462023406297	KIF1B/BICDL1	2
GO:0030834	regulation of actin filament depolymerization	1/79	54/18800	0.203648662122992	0.360985043493732	0.303900452128289	DSTN	1
GO:0048599	oocyte development	1/79	54/18800	0.203648662122992	0.360985043493732	0.303900452128289	CDC25B	1
GO:0051155	positive regulation of striated muscle cell differentiation	1/79	54/18800	0.203648662122992	0.360985043493732	0.303900452128289	HOPX	1
GO:0051703	biological process involved in intraspecies interaction between organisms	1/79	54/18800	0.203648662122992	0.360985043493732	0.303900452128289	CX3CR1	1
GO:0031032	actomyosin structure organization	2/79	199/18800	0.203828511400637	0.360985043493732	0.303900452128289	PTGER4/PDGFRB	2
GO:0071674	mononuclear cell migration	2/79	199/18800	0.203828511400637	0.360985043493732	0.303900452128289	CX3CR1/THBS1	2
GO:0009612	response to mechanical stimulus	2/79	201/18800	0.206895260860892	0.363662478539376	0.306154489340026	PTGER4/THBS1	2
GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1/79	55/18800	0.207004671708626	0.363662478539376	0.306154489340026	THBS1	1
GO:0002763	positive regulation of myeloid leukocyte differentiation	1/79	55/18800	0.207004671708626	0.363662478539376	0.306154489340026	IL23R	1
GO:0031113	regulation of microtubule polymerization	1/79	55/18800	0.207004671708626	0.363662478539376	0.306154489340026	SLAIN1	1
GO:0043647	inositol phosphate metabolic process	1/79	55/18800	0.207004671708626	0.363662478539376	0.306154489340026	CD244	1
GO:0045010	actin nucleation	1/79	55/18800	0.207004671708626	0.363662478539376	0.306154489340026	CARMIL3	1
GO:0046164	alcohol catabolic process	1/79	55/18800	0.207004671708626	0.363662478539376	0.306154489340026	AKR1C3	1
GO:0048008	platelet-derived growth factor receptor signaling pathway	1/79	55/18800	0.207004671708626	0.363662478539376	0.306154489340026	PDGFRB	1
GO:0000302	response to reactive oxygen species	2/79	203/18800	0.209967160629397	0.366952156252654	0.308923951849458	PDGFRB/AKR1C3	2
GO:0060541	respiratory system development	2/79	203/18800	0.209967160629397	0.366952156252654	0.308923951849458	HOPX/PDGFRB	2
GO:0003229	ventricular cardiac muscle tissue development	1/79	56/18800	0.210346716570457	0.366952156252654	0.308923951849458	HOPX	1
GO:0010676	positive regulation of cellular carbohydrate metabolic process	1/79	56/18800	0.210346716570457	0.366952156252654	0.308923951849458	CD244	1
GO:0030166	proteoglycan biosynthetic process	1/79	56/18800	0.210346716570457	0.366952156252654	0.308923951849458	B3GAT1	1
GO:0048016	inositol phosphate-mediated signaling	1/79	56/18800	0.210346716570457	0.366952156252654	0.308923951849458	PPP3CC	1
GO:0061756	leukocyte adhesion to vascular endothelial cell	1/79	56/18800	0.210346716570457	0.366952156252654	0.308923951849458	CX3CR1	1
GO:0031122	cytoplasmic microtubule organization	1/79	57/18800	0.213674854075309	0.371275988989701	0.312564032643383	SLAIN1	1
GO:0032608	interferon-beta production	1/79	57/18800	0.213674854075309	0.371275988989701	0.312564032643383	LILRB1	1
GO:0032648	regulation of interferon-beta production	1/79	57/18800	0.213674854075309	0.371275988989701	0.312564032643383	LILRB1	1
GO:0044380	protein localization to cytoskeleton	1/79	57/18800	0.213674854075309	0.371275988989701	0.312564032643383	GAS2L1	1
GO:0006643	membrane lipid metabolic process	2/79	207/18800	0.216125226607522	0.372956754270126	0.313979009074814	B3GALT2/ST8SIA6	2
GO:0043523	regulation of neuron apoptotic process	2/79	207/18800	0.216125226607522	0.372956754270126	0.313979009074814	CX3CR1/ITGAM	2
GO:0050878	regulation of body fluid levels	3/79	382/18800	0.216695934947735	0.372956754270126	0.313979009074814	DGKD/RAP2B/THBS1	3
GO:0006584	catecholamine metabolic process	1/79	58/18800	0.21698914135739	0.372956754270126	0.313979009074814	ITGAM	1
